id,requirement,category,source_section,source_decision,implementation_intent,owner,estimate_days,phase,dependencies,implementation_status,notes,repo_evidence,repo_gap,repo_stage,risk
F-115,Weak-subtest reminder,Proactive & engagement,"20, 31",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Backend,TO VERIFY - developer after repository audit,Stage 3 / TO VERIFY,Reliable memory + notification preferences,PARTIAL,Appendix A visibly contains F-113 but the extracted matrix omits rows F-114 through F-122; preserve these features and require owner/phase sign-off. Section 46 also makes non-outcome gamification and fully proactive autonomy non-goals for the first 12 months.,`NotificationRuleEngine` plus readiness blockers can identify a weak subtest.,Not wired into a reminder rule.,Stage 3,Low
F-116,New relevant content alert,Proactive & engagement,"20, 31",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Backend,TO VERIFY - developer after repository audit,Stage 3 / TO VERIFY,Reliable memory + notification preferences,PARTIAL,Appendix A visibly contains F-113 but the extracted matrix omits rows F-114 through F-122; preserve these features and require owner/phase sign-off. Section 46 also makes non-outcome gamification and fully proactive autonomy non-goals for the first 12 months.,`NotificationCampaign` + `NotificationCampaignRecipient` with entitlement filtering.,Not driven by relevance to the individual learner.,Stage 3,Low
F-117,Calendar integration,Proactive & engagement,"20, 31",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Backend,TO VERIFY - developer after repository audit,Stage 3 / TO VERIFY,Reliable memory + notification preferences,PARTIAL,Appendix A visibly contains F-113 but the extracted matrix omits rows F-114 through F-122; preserve these features and require owner/phase sign-off. Section 46 also makes non-outcome gamification and fully proactive autonomy non-goals for the first 12 months.,"`app/study-plan/calendar`, `PrivateSpeakingCalendarService`, `ZoomMeetingService`.",No external calendar awareness of shifts or leave.,Stage 3,Low
F-118,Push/email/app progress summaries,Proactive & engagement,"20, 31",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Backend,TO VERIFY - developer after repository audit,Stage 3 / TO VERIFY,Reliable memory + notification preferences,PARTIAL,Appendix A visibly contains F-113 but the extracted matrix omits rows F-114 through F-122; preserve these features and require owner/phase sign-off. Section 46 also makes non-outcome gamification and fully proactive autonomy non-goals for the first 12 months.,"`MobilePushDispatcher`, `WebPushDispatcher`, `SoketiPushDispatcher`, `BrevoEmailSender`, `NotificationConsent`.",No progress-summary content.,Stage 3,Low
F-119,Quiet hours,Proactive & engagement,"20, 31",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Backend,TO VERIFY - developer after repository audit,Stage 3 / TO VERIFY,Reliable memory + notification preferences,EXISTS,Appendix A visibly contains F-113 but the extracted matrix omits rows F-114 through F-122; preserve these features and require owner/phase sign-off. Section 46 also makes non-outcome gamification and fully proactive autonomy non-goals for the first 12 months.,"Quiet hours on `NotificationPreference`, honoured by `NotificationScheduling`.",None.,Shipped,Low
F-120,Streaks/milestones,Proactive & engagement,"20, 31",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Backend,TO VERIFY - developer after repository audit,Stage 3 / TO VERIFY,Reliable memory + notification preferences,PARTIAL,Appendix A visibly contains F-113 but the extracted matrix omits rows F-114 through F-122; preserve these features and require owner/phase sign-off. Section 46 also makes non-outcome gamification and fully proactive autonomy non-goals for the first 12 months.,"`LearnerUser.CurrentStreak`/`LongestStreak`/`WeeklyActivityJson`; `useStreak`; `app/achievements`, `app/leaderboard`.",No milestone recognition tied to demonstrated learning value.,Stage 3,Low
F-121,Adaptive gamification,Proactive & engagement,"20, 31",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Backend,TO VERIFY - developer after repository audit,Deferred-by-default / Stage 3+ TO VERIFY,Reliable memory + notification preferences,DEFERRED_BY_SOURCE,Appendix A visibly contains F-113 but the extracted matrix omits rows F-114 through F-122; preserve these features and require owner/phase sign-off. Section 46 also makes non-outcome gamification and fully proactive autonomy non-goals for the first 12 months.,Streaks and leaderboard exist.,Source defers gamification without demonstrated learning or conversion value.,Deferred,Low
F-122,Referral/review prompt at positive moments,Proactive & engagement,"20, 31",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Backend,TO VERIFY - developer after repository audit,Stage 3 / TO VERIFY,Reliable memory + notification preferences,PARTIAL,Appendix A visibly contains F-113 but the extracted matrix omits rows F-114 through F-122; preserve these features and require owner/phase sign-off. Section 46 also makes non-outcome gamification and fully proactive autonomy non-goals for the first 12 months.,"`ReferralService`, `app/referral`, `app/reviews`.",Not gated to genuine positive moments; source forbids prompting during frustration.,Stage 3,Medium
F-123,Tutor pre-session brief,Admin/tutor,"21, 34, 42",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Admin/Backend,TO VERIFY - developer after repository audit,Stage 2-3,Admin roles + analytics + audit log,MISSING,,Expert console surfaces exist under `app/expert/**`.,"No pre-session brief with trend, errors and adherence.",Stage 2,Medium
F-124,Tutor post-session notes,Admin/tutor,"21, 34, 42",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Admin/Backend,TO VERIFY - developer after repository audit,Stage 2-3,Admin roles + analytics + audit log,PARTIAL,,Speaking moderation and assessment notes; `ExpertMessagingService`.,Tutor notes do not feed learner memory with provenance.,Stage 2,Medium
F-125,Admin aggregate AI queries,Admin/tutor,"21, 34, 42",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Admin/Backend,TO VERIFY - developer after repository audit,Stage 2-3,Admin roles + analytics + audit log,PARTIAL,,"`AiUsageAnalyticsService`, `app/admin/ai-analytics`, `AiUsageRecord` (feature, provider, model, cost).",No aggregation of learner *questions* by profession or subtest.,Stage 2,Medium
F-126,Quality dashboard,Admin/tutor,"21, 34, 42",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Admin/Backend,TO VERIFY - developer after repository audit,Stage 2-3,Admin roles + analytics + audit log,PARTIAL,,"`app/admin/ai-analytics`, `app/admin/escalations`, `AIEscalationStatsService`.","No AI-quality dashboard covering thumbs-down, low confidence and source conflicts.",Stage 2,Medium
F-127,Hallucination/low-confidence queue,Admin/tutor,"21, 34, 42",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Admin/Backend,TO VERIFY - developer after repository audit,Stage 2-3,Admin roles + analytics + audit log,MISSING,,Escalation plumbing exists but is oriented to human review of gradings.,A hallucination queue and content/teaching-gap dashboards need companion telemetry first.,Stage 2,Medium
F-128,Content-gap dashboard,Admin/tutor,"21, 34, 42",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Admin/Backend,TO VERIFY - developer after repository audit,Stage 2-3,Admin roles + analytics + audit log,MISSING,,Escalation plumbing exists but is oriented to human review of gradings.,A hallucination queue and content/teaching-gap dashboards need companion telemetry first.,Stage 2,Medium
F-129,Teaching-gap dashboard,Admin/tutor,"21, 34, 42",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Admin/Backend,TO VERIFY - developer after repository audit,Stage 2-3,Admin roles + analytics + audit log,MISSING,,Escalation plumbing exists but is oriented to human review of gradings.,A hallucination queue and content/teaching-gap dashboards need companion telemetry first.,Stage 2,Medium
F-130,Rule approval/version/rollback,Admin/tutor,"21, 34, 42",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Admin/Backend,TO VERIFY - developer after repository audit,Stage 2-3,Admin roles + analytics + audit log,PARTIAL,,"`RulebookAdminService`, `RulebookVersions`, `AuditEvent` on admin writes.",No release/rollback object independent of an application deploy.,Stage 2,Medium
F-131,Content Studio extraction proposals,Admin/tutor,"21, 34, 42",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Admin/Backend,TO VERIFY - developer after repository audit,Stage 2-3,Admin roles + analytics + audit log,PARTIAL,,"`ContentGenerationService` job queue, `VocabularyDraftService`, `GrammarDraftService`, `GrammarPublishGateService`.",Drafts exist per module; no unified companion extraction-proposal queue.,Stage 2,Medium
F-132,Revenue/cost dashboard,Admin/tutor,"21, 34, 42",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Admin/Backend,TO VERIFY - developer after repository audit,Stage 2-3,Admin roles + analytics + audit log,PARTIAL,,"`AiBudgetService`, `AiBudgetAlertService`, `AiBudgetOverrideService`, `AiPricingResolver`, `AiLedgerReconciliationService`, admin billing pages.",No unified revenue-versus-AI-cost contribution view including support and refund cost.,Stage 2,Medium
F-133,Entitlement management,Admin/tutor,"21, 34, 42",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Admin/Backend,TO VERIFY - developer after repository audit,Stage 2-3,Admin roles + analytics + audit log,EXISTS,,"`UserAccessAllocationService` (grant/remove/suspend/restore/dates/addons/scopes), `app/admin/users/[id]`, fully audited.",None.,Shipped,Low
F-134,Promotional AI Credits,Admin/tutor,"21, 34, 42",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Admin/Backend,TO VERIFY - developer after repository audit,Stage 2-3,Admin roles + analytics + audit log,EXISTS,,"`AiPackageCreditService.AdjustAsync(userId, request, adminId, ct)` with `AiPackageCreditReason.AdminAdjustment` and provenance.",Expiry and source on promotional grants should be checked against the source rules.,Stage 1,Low
F-135,Free message cap,Commercial,"23-30, 38-39",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Finance/Payments,TO VERIFY - developer after repository audit,Stage 1,Pricing + payments + entitlement service + cost telemetry,EXISTS,,"`AiAssistantGateway` reserves and commits through `IAiQuotaService` per turn; the seeded `free` `AiQuotaPlan` now lists the companion feature codes, so free tier gets the plan’s existing 20k/month, 5k/day allowance and then the upgrade card.","The cap is a token cap, not a message count. Removing the three codes from `AllowedFeaturesCsv` puts the companion fully behind the paywall — a one-row commercial decision.",Stage 1,Medium
F-136,Plus tier,Commercial,"23-30, 38-39",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Finance/Payments,TO VERIFY - developer after repository audit,Stage 1,Pricing + payments + entitlement service + cost telemetry,BLOCKED,,Repo tiers are `anonymous|free|trial|paid` plus a 47-product catalogue seeded from `Data/Seeds/oet-2026-catalog.json`.,Creating new sellable subscription tiers is a commercial decision (DR-002). Tier *behaviour* ships as quota and capability policy instead.,Blocked,High
F-137,Pro tier,Commercial,"23-30, 38-39",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Finance/Payments,TO VERIFY - developer after repository audit,Stage 1,Pricing + payments + entitlement service + cost telemetry,BLOCKED,,Repo tiers are `anonymous|free|trial|paid` plus a 47-product catalogue seeded from `Data/Seeds/oet-2026-catalog.json`.,Creating new sellable subscription tiers is a commercial decision (DR-002). Tier *behaviour* ships as quota and capability policy instead.,Blocked,High
F-138,Ultimate tier,Commercial,"23-30, 38-39",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Finance/Payments,TO VERIFY - developer after repository audit,Stage 1,Pricing + payments + entitlement service + cost telemetry,BLOCKED,"Appendix A classifies the Ultimate tier commercially as Stage 1, while the release sequence says the full Ultimate Mentor promise launches only in Stage 3. Implement schema/paywall readiness early but do not expose the full Ultimate promise until Stage 3 gates pass.","As F-136/F-137, plus DEC-002: Ultimate must not be marketed before the Stage 3 voice and economics gates.",Schema and pricebook may exist early; public activation stays gated.,Blocked,High
F-139,AI Credits,Commercial,"23-30, 38-39",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Finance/Payments,TO VERIFY - developer after repository audit,Stage 1,Pricing + payments + entitlement service + cost telemetry,EXISTS,,"`IAiPackageCreditService` with `AiPackageCreditAccount`/`Lot`/`Transaction`; unique `(ReferenceId, Reason)` index; `Serializable` transactions; `IAiCreditReservationService` reserve/commit/release.","DR-001 maps the source ""AI Credits"" onto this ledger. No fourth wallet is created.",Stage 1,Low
F-140,Top-up packs,Commercial,"23-30, 38-39",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Finance/Payments,TO VERIFY - developer after repository audit,Stage 1,Pricing + payments + entitlement service + cost telemetry,EXISTS,,`pkg_*` credit packages in the catalogue; `AddonGrantProcessor`; `WalletTopUpTierConfig` for the separate money wallet.,Source price points remain placeholders pending TV-018.,Stage 1,Low
F-141,Usage counter,Commercial,"23-30, 38-39",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Finance/Payments,TO VERIFY - developer after repository audit,Stage 1,Pricing + payments + entitlement service + cost telemetry,EXISTS,,"`app/ai-usage`, `AiQuotaCounters`, `AiPackageCreditSnapshot`, `CreditUsageInfoCard`.",Companion needs a visible in-chat counter.,Stage 1,Low
F-142,Contextual paywall,Commercial,"23-30, 38-39",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Finance/Payments,TO VERIFY - developer after repository audit,Stage 1,Pricing + payments + entitlement service + cost telemetry,EXISTS,,"`GET /v1/companion/session` returns `access.canChat`, a typed `reason`, the plan name and a registry-resolved `upgradeUrl`; `app/companion/page.tsx` renders the upgrade card instead of the chat, with benefits and reason text in `messages/{en,ar}/companion.json`.",Benefits copy lives in the message bundle rather than admin-editable configuration; the conversation-survives-checkout path is inherent (threads are server-persisted) but has not been exercised end to end.,Stage 1,Medium
F-143,Course × AI entitlement matrix,Commercial,"23-30, 38-39",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Finance/Payments,TO VERIFY - developer after repository audit,Stage 1,Pricing + payments + entitlement service + cost telemetry,EXISTS,,"`EffectiveEntitlementSnapshot` separates content scope from allowances; `PackageContentRules`, `CourseFamilyPolicy`, `PackageScopePolicy`.",None - this already is the two-axis model the source asks for.,Shipped,Low
F-144,Standalone AI subscription,Commercial,"23-30, 38-39",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Finance/Payments,TO VERIFY - developer after repository audit,Stage 1,Pricing + payments + entitlement service + cost telemetry,PARTIAL,,`StandaloneAddonSubscriptions` sentinel; `pkg_*` AI packages are sold standalone.,Not a recurring AI-only subscription.,Blocked,Medium
F-145,Course AI add-on,Commercial,"23-30, 38-39",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Finance/Payments,TO VERIFY - developer after repository audit,Stage 1,Pricing + payments + entitlement service + cost telemetry,EXISTS,,`BillingAddOn` + `AddonEligibilityService` (parent-enrolment rules) + `AddonGrantProcessor.ApplyAsync/ReverseAsync`.,None.,Shipped,Low
F-146,Monthly billing,Commercial,"23-30, 38-39",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Finance/Payments,TO VERIFY - developer after repository audit,Stage 1,Pricing + payments + entitlement service + cost telemetry,EXISTS,,"Stripe subscriptions; `FulfillRenewalAsync` idempotent on `(stripeSubscriptionId, currentPeriodStart)`; `SubscriptionStateMachine`; `SubscriptionExpiryWorker`.",None.,Shipped,Low
F-147,Optional annual billing,Commercial,"23-30, 38-39",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Finance/Payments,TO VERIFY - developer after repository audit,Stage 1,Pricing + payments + entitlement service + cost telemetry,PARTIAL,,Billing periods exist on plan versions; regional gateways are registered.,Verify annual SKUs in `oet-2026-catalog.json` before claiming support.,Stage 2,Low
F-148,Upgrade/downgrade/cancel,Commercial,"23-30, 38-39",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Finance/Payments,TO VERIFY - developer after repository audit,Stage 1,Pricing + payments + entitlement service + cost telemetry,EXISTS,,"`BillingSubscriptionEndpoints`, `SubscriptionStateMachine`, `RefundService`, `DisputeService`, dunning and retry.",None.,Shipped,Low
F-149,Fair-use/rate limits,Commercial,"23-30, 38-39",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Finance/Payments,TO VERIFY - developer after repository audit,Stage 1,Pricing + payments + entitlement service + cost telemetry,EXISTS,,"Rate-limit policies `PerUser`, `PerUserWrite`, `AiInteractive`, `AiInteractiveDay`, `AiScoring`, `AiLiveSpeaking`, `HubConnect`; `DailySafetyCapPct`.",Companion endpoints must adopt `AiInteractive`.,Stage 1,Low
F-150,Regional currency display,Commercial,"23-30, 38-39",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Finance/Payments,TO VERIFY - developer after repository audit,Stage 1,Pricing + payments + entitlement service + cost telemetry,PARTIAL,,"`components/ui/price`, multi-gateway support (e.g. `easykash`), billing-country handling.",PPP bands and regional eligibility remain TV-023.,Stage 2,Medium
F-151,Cost ceiling alerts,Commercial,"23-30, 38-39",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Product + Finance/Payments,TO VERIFY - developer after repository audit,Stage 1,Pricing + payments + entitlement service + cost telemetry,EXISTS,,`AiBudgetService` + `AiBudgetAlertService` with `AiBudgetPeriod`/`AiBudgetAlert`; ceilings are configurable.,"Source per-tier ceilings depend on the new tiers (F-136..F-138), which are blocked.",Stage 1,Medium
F-152,Official-vs-methodology separation,Trust & platform,"2, 22, 40-44",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Security + AI + Product,TO VERIFY - developer after repository audit,Stage 2 (baseline required in Stage 1),Security/privacy design + auditability,EXISTS,Release sequence explicitly requires source-authority separation in Stage 1 although Appendix A places F-152 in Stage 2. Build a Stage 1 baseline and harden/expand in Stage 2.,"Authority class labels every evidence block in the prompt and every citation in the UI, so an official exam fact never reads like a teaching preference.",Citation authority labels are English-only in the Arabic UI.,Stage 1,High
F-153,Anti-hallucination behavior,Trust & platform,"2, 22, 40-44",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Security + AI + Product,TO VERIFY - developer after repository audit,Stage 1,Security/privacy design + auditability,PARTIAL,,`PromptNotGroundedException` forces a non-blank grounded system prompt; `AiFeaturePolicyRegistry` refuses disallowed features.,No unknown-answer contract and no unsupported-claim detection for the companion.,Stage 1,High
F-154,Entitlement-safe retrieval,Trust & platform,"2, 22, 40-44",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Security + AI + Product,TO VERIFY - developer after repository audit,Stage 1,Security/privacy design + auditability,EXISTS,,"`CompanionRetriever` — entitlement prefilter runs BEFORE any vector or keyword search; `CompanionRetrievalSecurityTests` (10 tests), mutation-verified.","None. Zero-tolerance requirement, locked by tests that were proven able to fail.",Stage 1,High
F-155,Academic integrity controls,Trust & platform,"2, 22, 40-44",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Security + AI + Product,TO VERIFY - developer after repository audit,Stage 2,Security/privacy design + auditability,EXISTS,,Exam mode is resolved from live attempt state in the database and ignores the client entirely; the envelope may only ADD protection. `CompanionExamModeTests` (10 tests).,Bounded to attempts started within 8 hours so a stale row cannot lock a learner out permanently.,Stage 1,High
F-156,Sensitive upload warning,Trust & platform,"2, 22, 40-44",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Security + AI + Product,TO VERIFY - developer after repository audit,Stage 2,Security/privacy design + auditability,EXISTS,,"Prompt boundary: on real patient data, a colleague’s details, or an official document scan, the companion warns, does not repeat it back, does not save it as a note, and continues anonymised.","A prompt-level control, not a classifier. No automated PII detection on uploads.",Stage 2,High
F-157,Privacy controls,Trust & platform,"2, 22, 40-44",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Security + AI + Product,TO VERIFY - developer after repository audit,Stage 1,Security/privacy design + auditability,PARTIAL,,"`LearnerSettings.PrivacyJson`, `NotificationConsent`, `DataRetentionWorker`, `AuthDataRetentionWorker`, `ConversationAudioRetentionWorker`.",No companion memory controls (see F-047).,Stage 1,High
F-158,Data export/delete,Trust & platform,"2, 22, 40-44",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Security + AI + Product,TO VERIFY - developer after repository audit,Stage 2,Security/privacy design + auditability,PARTIAL,,"`app/(auth)/account-deletion`, retention workers, `ConversationTranscriptExportService`.",No companion-scoped export or delete covering derived and indexed data.,Stage 2,High
F-159,Audit logs,Trust & platform,"2, 22, 40-44",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Security + AI + Product,TO VERIFY - developer after repository audit,Stage 2,Security/privacy design + auditability,EXISTS,,`AuditEvent` written by ~79 services; `SecurityEventLogger`; one `AiToolInvocation` plus an audit row per tool call; admin write endpoints audited.,Companion actions and credit movements must join this.,Stage 1,Low
F-160,"Accessibility - WCAG 2.2 AA across learner-facing web, web-app and native-app surfaces",Trust & platform,"2, 22, 40-44",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Security + AI + Product,TO VERIFY - developer after repository audit,Stage 2,Security/privacy design + auditability,PARTIAL,"WCAG 2.2 AA is a global product target. Even if Appendix A classifies the inventory item as Stage 2, Stage 1 UI must not knowingly introduce inaccessible foundations.","`AccessibilityProvider` (large text, high contrast, reduce motion), `tests/a11y/**`, `tests/e2e/shared/accessibility.spec.ts`, semantic UI primitives.",The new companion surface needs its own WCAG 2.2 AA pass; a11y defects in core flow are release defects.,Stage 1,Medium
F-161,Arabic RTL support,Trust & platform,"2, 22, 40-44",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Security + AI + Product,TO VERIFY - developer after repository audit,Stage 2,Security/privacy design + auditability,PARTIAL,,"`i18n.ts` `ar` locale, `app/layout.tsx` `dir` switch, `messages/ar/writing.json`.",Only Writing is internationalised (`MESSAGE_MODULES = [writing]`); the companion needs its own bundle.,Stage 1,Medium
F-162,iOS,Trust & platform,"2, 22, 40-44",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Security + AI + Product,TO VERIFY - developer after repository audit,Stage 2,Security/privacy design + auditability,EXISTS,,"Capacitor `ios/`, fastlane, VPS update feed.",Companion inherits the web app shell.,Shipped,Low
F-163,Android,Trust & platform,"2, 22, 40-44",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Security + AI + Product,TO VERIFY - developer after repository audit,Stage 2,Security/privacy design + auditability,EXISTS,,"Capacitor `android/`, Play Console automation, `docs/app-release-playbook.md`.",Store AI-content reporting may be required (TV-032).,Shipped,Medium
F-164,Windows,Trust & platform,"2, 22, 40-44",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Security + AI + Product,TO VERIFY - developer after repository audit,Stage 2,Security/privacy design + auditability,EXISTS,,"Tauri 2 desktop thin client (`src-tauri/`), Windows updater feed.",None.,Shipped,Low
F-165,macOS,Trust & platform,"2, 22, 40-44",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Security + AI + Product,TO VERIFY - developer after repository audit,Stage 2,Security/privacy design + auditability,PARTIAL,,Tauri supports macOS; the live update feed is windows-x86_64 only.,Source lists dedicated desktop apps as a non-goal where a PWA suffices.,Deferred,Low
F-166,Website,Trust & platform,"2, 22, 40-44",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Security + AI + Product,TO VERIFY - developer after repository audit,Stage 2,Security/privacy design + auditability,EXISTS,,"Separate Astro site (`OET Project Website`), deployed independently.",The public companion demo (F-001) would live here.,Stage 1,Medium
F-167,Web app,Trust & platform,"2, 22, 40-44",UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Security + AI + Product,TO VERIFY - developer after repository audit,Stage 2,Security/privacy design + auditability,EXISTS,,Next.js 16 App Router web app - this repository.,None.,Shipped,Low
F-168,IELTS pack,Expansion & B2B,32-33,UNDECIDED (Accept / Defer / Reject must be signed off),IN SCOPE FOR FULL PROGRAM; deliver according to stage/non-goal gates unless explicitly deferred,Platform/Enterprise,TO VERIFY - developer after repository audit,Stage 4-5,Stable OET core + versioned knowledge-pack architecture,PARTIAL,,"`Services/IeltsMockEngine.cs`, `app/ielts-guide`, and the `ExamFamilyCode`/`ExamTypeCode` axis.",Not a full versioned knowledge and assessment pack.,Stage 4-5,Low
